codice_scuola|anno_corso|scuola|regione|nazionale
"NARH07000E"|4|32.5|30|30.7
"NARH080005"|1|31.6|28.5|28.8
"NARH080005"|2|30.3|33.5|33
"NARH080005"|3|||
"NARH080005"|4|31.7|30|30.7
"NARH09000Q"|1|37.4|28.5|28.8
"NARH09000Q"|2|31.6|33.5|33
"NARH09000Q"|3|||
"NARH09000Q"|4|26.6|30|30.7
"NARH09002T"|1|28.8|28.5|28.8
"NARH09002T"|2|33.3|33.5|33
"NARH09002T"|3|||
"NARH09002T"|4|40|30|30.7
"NARH11000Q"|1|19.4|28.5|28.8
"NARH11000Q"|2|21.1|33.5|33
"NARH11000Q"|3|||
"NARH11000Q"|4|22|30|30.7
"NARH150006"|1|3.6|28.5|28.8
"NARH150006"|2|0|33.5|33
"NARH150006"|3|||
"NARH150006"|4|24.6|30|30.7
"NARH17000B"|1|43.7|28.5|28.8
"NARH17000B"|2|46.3|33.5|33
"NARH17000B"|3|||
"NARH17000B"|4|37.9|30|30.7
"NARI004014"|1|19.1|28.5|28.8
"NARI004014"|2|33.8|33.5|33
"NARI004014"|3|||
"NARI004014"|4|61.9|30|30.7
"NARI01000A"|1|31.2|28.5|28.8
"NARI01000A"|2|33.3|33.5|33
"NARI01000A"|3|||
"NARI01000A"|4|38|30|30.7
"NARI01002C"|1|27.7|28.5|28.8
"NARI01002C"|2|42.6|33.5|33
"NARI01002C"|3|||
"NARI01002C"|4|||
"NARI012013"|1|15.8|28.5|28.8
"NARI012013"|2|0|33.5|33
"NARI012013"|3|||
"NARI012013"|4|9.5|30|30.7
"NARI012035"|1|||
"NARI012035"|2|||
"NARI012035"|3|||
"NARI012035"|4|20|30|30.7
"NARI020001"|1|33.5|28.5|28.8
"NARI020001"|2|38.6|33.5|33
"NARI020001"|3|||
"NARI020001"|4|37|30|30.7
"NARI020012"|1|22.7|28.5|28.8
"NARI020012"|2|28|33.5|33
"NARI020012"|3|||
"NARI020012"|4|14.9|30|30.7
"NARI05000R"|1|30.4|28.5|28.8
"NARI05000R"|2|26.8|33.5|33
"NARI05000R"|3|||
"NARI05000R"|4|38.5|30|30.7
"NARI05101N"|1|37.7|28.5|28.8
"NARI05101N"|2|46.3|33.5|33
"NARI05101N"|3|||
"NARI05101N"|4|38.1|30|30.7
"NARI05801C"|1|33.8|28.5|28.8
"NARI05801C"|2|23.4|33.5|33
"NARI05801C"|3|||
"NARI05801C"|4|42.1|30|30.7
"NARI070002"|1|42.6|28.5|28.8
"NARI070002"|2|60.4|33.5|33
"NARI070002"|3|||
"NARI070002"|4|29.3|30|30.7
"NARI089014"|1|26.6|28.5|28.8
"NARI089014"|2|42.4|33.5|33
"NARI089014"|3|||
"NARI089014"|4|40.4|30|30.7
"NARI089025"|1|33.3|28.5|28.8
"NARI089025"|2|37.8|33.5|33
"NARI089025"|3|||
"NARI089025"|4|35.7|30|30.7
"NARI09301Q"|1|31.7|28.5|28.8
"NARI09301Q"|2|40|33.5|33
"NARI09301Q"|3|||
"NARI09301Q"|4|43.3|30|30.7
"NARI097013"|1|17.8|28.5|28.8
"NARI097013"|2|32.4|33.5|33
"NARI097013"|3|||
"NARI097013"|4|13.3|30|30.7
"NARI097024"|1|26.3|28.5|28.8
"NARI097024"|2|48.9|33.5|33
"NARI097024"|3|||
"NARI097024"|4|38.2|30|30.7
"NARI22000P"|1|28|28.5|28.8
"NARI22000P"|2|32.1|33.5|33
"NARI22000P"|3|||
"NARI22000P"|4|42.2|30|30.7
"NARI24000X"|1|23.3|28.5|28.8
"NARI24000X"|2|39.8|33.5|33
"NARI24000X"|3|||
"NARI24000X"|4|40|30|30.7
"NARM01702P"|1|36.1|28.5|28.8
"NARM01702P"|2|35.6|33.5|33
"NARM01702P"|3|||
"NARM01702P"|4|70.3|30|30.7
"NASD01000G"|1|38.8|29|30.6
"NASD01000G"|2|53.8|33.5|30.9
"NASD01000G"|3|||
"NASD01000G"|4|35.3|29.8|27.2
"NASD020006"|1|45.7|29|30.6
"NASD020006"|2|51.7|33.5|30.9
"NASD020006"|3|||
"NASD020006"|4|59.1|29.8|27.2
"NASD03000R"|1|13.8|29|30.6
"NASD03000R"|2|34.8|33.5|30.9
"NASD03000R"|3|20|31.7|29.5
"NASD03000R"|4|26.1|29.8|27.2
"NASD04000B"|1|41|29|30.6
"NASD04000B"|2|33.6|33.5|30.9
"NASD04000B"|3|||
"NASD04000B"|4|44.4|29.8|27.2
"NASD048013"|1|30.8|29|30.6
"NASD048013"|2|38.1|33.5|30.9
"NASD048013"|3|52.9|31.7|29.5
"NASD048013"|4|48.3|29.8|27.2
"NASD063015"|1|38.6|29|30.6
"NASD063015"|2|39.3|33.5|30.9
"NASD063015"|3|||
"NASD063015"|4|51.2|29.8|27.2
"NASD069014"|1|23.5|29|30.6
"NASD069014"|2|33.3|33.5|30.9
"NASD069014"|3|||
"NASD069014"|4|27.9|29.8|27.2
"NASL010002"|1|32.8|29|30.6
"NASL010002"|2|39.8|33.5|30.9
"NASL010002"|3|38.8|31.7|29.5
"NASL010002"|4|35.4|29.8|27.2
"NASL03201X"|1|6.7|29|30.6
"NASL03201X"|2|7.4|33.5|30.9
"NASL03201X"|3|31.9|31.7|29.5
"NASL03201X"|4|9.4|29.8|27.2
"NASL04801D"|1|26.1|29|30.6
"NASL04801D"|2|44|33.5|30.9
"NASL04801D"|3|50|31.7|29.5
"NASL04801D"|4|33.3|29.8|27.2
"NASL07201A"|1|16.8|29|30.6
"NASL07201A"|2|41.4|33.5|30.9
"NASL07201A"|3|44.6|31.7|29.5
"NASL07201A"|4|26.4|29.8|27.2
"NATA06401X"|1|15.6|31.9|29.7
"NATA06401X"|2|29.7|36.6|31.8
"NATA06401X"|3|50|38|33.7
"NATA06401X"|4|46.5|37.8|33.8
"NATD001017"|1|39.6|31.9|29.7
"NATD001017"|2|43.1|36.6|31.8
"NATD001017"|3|50|38|33.7
"NATD001017"|4|35.4|37.8|33.8
"NATD00601A"|1|10.7|31.9|29.7
"NATD00601A"|2|||
"NATD00601A"|3|||
"NATD00601A"|4|||
"NATD00901T"|1|28.9|31.9|29.7
"NATD00901T"|2|35.7|36.6|31.8
"NATD00901T"|3|28|38|33.7
"NATD00901T"|4|37.2|37.8|33.8
"NATD01101T"|1|22.2|31.9|29.7
"NATD01101T"|2|20.4|36.6|31.8
"NATD01101T"|3|47.6|38|33.7
"NATD01101T"|4|24.4|37.8|33.8
"NATD01301D"|1|42.9|31.9|29.7
"NATD01301D"|2|33.6|36.6|31.8
"NATD01301D"|3|42.6|38|33.7
"NATD01301D"|4|47.6|37.8|33.8
"NATD016022"|1|49.8|31.9|29.7
"NATD016022"|2|42.9|36.6|31.8
"NATD016022"|3|39.5|38|33.7
"NATD016022"|4|25.2|37.8|33.8
"NATD016033"|1|||
"NATD016033"|2|||
"NATD016033"|3|36.4|38|33.7
"NATD016033"|4|55.6|37.8|33.8
"NATD01801L"|1|48.4|31.9|29.7
"NATD01801L"|2|52.4|36.6|31.8
"NATD01801L"|3|66.7|38|33.7
"NATD01801L"|4|65.5|37.8|33.8
"NATD01901C"|1|47|31.9|29.7
"NATD01901C"|2|37.9|36.6|31.8
"NATD01901C"|3|38.6|38|33.7
"NATD01901C"|4|41.7|37.8|33.8
"NATD02000G"|1|12.3|31.9|29.7
"NATD02000G"|2|38.3|36.6|31.8
"NATD02000G"|3|46.3|38|33.7
"NATD02000G"|4|35.5|37.8|33.8
"NATD022018"|1|23.8|31.9|29.7
"NATD022018"|2|37.6|36.6|31.8
"NATD022018"|3|35|38|33.7
"NATD022018"|4|25|37.8|33.8
"NATD030006"|1|33.6|31.9|29.7
"NATD030006"|2|33.6|36.6|31.8
"NATD030006"|3|32.6|38|33.7
"NATD030006"|4|36.6|37.8|33.8
"NATD03301P"|1|16.9|31.9|29.7
"NATD03301P"|2|18.8|36.6|31.8
"NATD03301P"|3|30.6|38|33.7
"NATD03301P"|4|18.4|37.8|33.8
"NATD037012"|1|35.2|31.9|29.7
"NATD037012"|2|37|36.6|31.8
"NATD037012"|3|32.3|38|33.7
"NATD037012"|4|39.3|37.8|33.8
"NATD04201D"|1|38.4|31.9|29.7
"NATD04201D"|2|40.1|36.6|31.8
"NATD04201D"|3|47.7|38|33.7
"NATD04201D"|4|31.5|37.8|33.8
"NATD05000B"|1|35.1|31.9|29.7
"NATD05000B"|2|32.4|36.6|31.8
"NATD05000B"|3|36.1|38|33.7
"NATD05000B"|4|38.9|37.8|33.8
"NATD052014"|1|27.7|31.9|29.7
"NATD052014"|2|36|36.6|31.8
"NATD052014"|3|28.7|38|33.7
"NATD052014"|4|29.7|37.8|33.8
"NATD05901V"|1|22.4|31.9|29.7
"NATD05901V"|2|34.9|36.6|31.8
"NATD05901V"|3|34.5|38|33.7
"NATD05901V"|4|22.4|37.8|33.8
"NATD060002"|1|40.5|31.9|29.7
"NATD060002"|2|45.8|36.6|31.8
"NATD060002"|3|36.4|38|33.7
"NATD060002"|4|23.3|37.8|33.8
"NATD06101V"|1|42.1|31.9|29.7
"NATD06101V"|2|32.6|36.6|31.8
"NATD06101V"|3|38.2|38|33.7
"NATD06101V"|4|||
"NATD06201P"|1|13.3|31.9|29.7
"NATD06201P"|2|34.5|36.6|31.8
"NATD06201P"|3|||
"NATD06201P"|4|||
"NATD06702V"|1|26.8|31.9|29.7
"NATD06702V"|2|39.1|36.6|31.8
"NATD06702V"|3|34.7|38|33.7
"NATD06702V"|4|30.3|37.8|33.8
"NATD07000L"|1|33.1|31.9|29.7
"NATD07000L"|2|31|36.6|31.8
"NATD07000L"|3|37.2|38|33.7
"NATD07000L"|4|42.6|37.8|33.8
"NATD07601L"|1|28.3|31.9|29.7
"NATD07601L"|2|31.5|36.6|31.8
"NATD07601L"|3|28.6|38|33.7
"NATD07601L"|4|25.4|37.8|33.8
"NATD07701C"|1|41.1|31.9|29.7
"NATD07701C"|2|41.1|36.6|31.8
"NATD07701C"|3|40.6|38|33.7
"NATD07701C"|4|31.7|37.8|33.8
"NATD08201X"|1|27.4|31.9|29.7
"NATD08201X"|2|39.2|36.6|31.8
"NATD08201X"|3|33.9|38|33.7
"NATD08201X"|4|35.5|37.8|33.8
"NATD08401G"|1|30.3|31.9|29.7
"NATD08401G"|2|37.4|36.6|31.8
"NATD08401G"|3|53.8|38|33.7
"NATD08401G"|4|41.7|37.8|33.8
"NATD087013"|1|28.5|31.9|29.7
"NATD087013"|2|28.6|36.6|31.8
"NATD087013"|3|31.6|38|33.7
"NATD087013"|4|31.1|37.8|33.8
"NATD09000T"|1|33.1|31.9|29.7
"NATD09000T"|2|37.6|36.6|31.8
"NATD09000T"|3|36.3|38|33.7
"NATD09000T"|4|54.5|37.8|33.8
"NATD100007"|1|28.9|31.9|29.7
"NATD100007"|2|41.7|36.6|31.8
"NATD100007"|3|36.4|38|33.7
"NATD100007"|4|40.2|37.8|33.8
"NATD130003"|1|26.3|31.9|29.7
"NATD130003"|2|34.7|36.6|31.8
"NATD130003"|3|35.3|38|33.7
"NATD130003"|4|51.6|37.8|33.8
"NATD180004"|1|33.3|31.9|29.7
"NATD180004"|2|41.4|36.6|31.8
"NATD180004"|3|47.8|38|33.7
"NATD180004"|4|41.8|37.8|33.8
"NATD24000E"|1|30.6|31.9|29.7
"NATD24000E"|2|38.9|36.6|31.8
"NATD24000E"|3|46.4|38|33.7
"NATD24000E"|4|38.2|37.8|33.8
"NATD26000Q"|1|43.6|31.9|29.7
"NATD26000Q"|2|59|36.6|31.8
"NATD26000Q"|3|37.6|38|33.7
"NATD26000Q"|4|37|37.8|33.8
"NATD300001"|1|18.6|31.9|29.7
"NATD300001"|2|22.7|36.6|31.8
"NATD300001"|3|30.8|38|33.7
"NATD300001"|4|36.6|37.8|33.8
"NATD320006"|1|29.7|31.9|29.7
"NATD320006"|2|41.6|36.6|31.8
"NATD320006"|3|58.1|38|33.7
"NATD320006"|4|33.8|37.8|33.8
"NATD33000R"|1|36.5|31.9|29.7
"NATD33000R"|2|42.6|36.6|31.8
"NATD33000R"|3|52.3|38|33.7
"NATD33000R"|4|43.5|37.8|33.8
"NATD350002"|1|34.4|31.9|29.7
"NATD350002"|2|31.5|36.6|31.8
"NATD350002"|3|37.2|38|33.7
"NATD350002"|4|34.5|37.8|33.8
"NATD420003"|1|35.6|31.9|29.7
"NATD420003"|2|32.9|36.6|31.8
"NATD420003"|3|44.6|38|33.7
"NATD420003"|4|40|37.8|33.8
"NATE020003"|1|26.4|31.9|29.7
"NATE020003"|2|40.5|36.6|31.8
"NATE020003"|3|32.3|38|33.7
"NATE020003"|4|32.2|37.8|33.8
"NATE02101X"|1|31.4|31.9|29.7
"NATE02101X"|2|26.9|36.6|31.8
"NATE02101X"|3|38.9|38|33.7
"NATE02101X"|4|31.5|37.8|33.8
"NATF004011"|1|41.3|31.9|29.7
"NATF004011"|2|28.1|36.6|31.8
"NATF004011"|3|41.9|38|33.7
"NATF004011"|4|45.1|37.8|33.8
"NATF010007"|1|21.8|31.9|29.7
"NATF010007"|2|33.6|36.6|31.8
"NATF010007"|3|37.3|38|33.7
"NATF010007"|4|44.1|37.8|33.8
"NATF02000T"|1|47.7|31.9|29.7
"NATF02000T"|2|38.3|36.6|31.8
"NATF02000T"|3|45.6|38|33.7
"NATF02000T"|4|48.8|37.8|33.8
"NATF040003"|1|33.9|31.9|29.7
"NATF040003"|2|35|36.6|31.8
"NATF040003"|3|39|38|33.7
"NATF040003"|4|34.3|37.8|33.8
"NATF05000N"|1|45.5|31.9|29.7
"NATF05000N"|2|45.9|36.6|31.8
"NATF05000N"|3|40.5|38|33.7
"NATF05000N"|4|48.9|37.8|33.8
"NATF07000V"|1|29.3|31.9|29.7
"NATF07000V"|2|51.9|36.6|31.8
"NATF07000V"|3|38.3|38|33.7
"NATF07000V"|4|21.4|37.8|33.8
"NATF07701P"|1|42.4|31.9|29.7
"NATF07701P"|2|||
"NATF07701P"|3|||
"NATF07701P"|4|||
"NATF089011"|1|34.7|31.9|29.7
"NATF089011"|2|55.9|36.6|31.8
"NATF089011"|3|23.6|38|33.7
"NATF089011"|4|26.1|37.8|33.8
"NATF091011"|1|41.3|31.9|29.7
"NATF091011"|2|40.6|36.6|31.8
"NATF091011"|3|44.9|38|33.7
"NATF091011"|4|45.2|37.8|33.8
"NATF110004"|1|30.8|31.9|29.7
"NATF110004"|2|51.9|36.6|31.8
"NATF110004"|3|37.8|38|33.7
"NATF110004"|4|48.1|37.8|33.8
"NATF130009"|1|36.8|31.9|29.7
"NATF130009"|2|28.4|36.6|31.8
"NATF130009"|3|41.5|38|33.7
"NATF130009"|4|49.7|37.8|33.8
"NATF14000X"|1|40|31.9|29.7
"NATF14000X"|2|27.8|36.6|31.8
"NATF14000X"|3|35|38|33.7
"NATF14000X"|4|37.5|37.8|33.8
"NATF15000E"|1|41.6|31.9|29.7
"NATF15000E"|2|43.5|36.6|31.8
"NATF15000E"|3|53.5|38|33.7
"NATF15000E"|4|48.3|37.8|33.8
"NATF160005"|1|40.4|31.9|29.7
"NATF160005"|2|52.1|36.6|31.8
"NATF160005"|3|37.8|38|33.7
"NATF160005"|4|37.5|37.8|33.8
"NATF17000Q"|1|34|31.9|29.7
"NATF17000Q"|2|34.6|36.6|31.8
"NATF17000Q"|3|40.9|38|33.7
"NATF17000Q"|4|45.7|37.8|33.8
"NATF190001"|1|18.5|31.9|29.7
"NATF190001"|2|23.4|36.6|31.8
"NATF190001"|3|31.4|38|33.7
"NATF190001"|4|26.7|37.8|33.8
"NATF24000R"|1|37|31.9|29.7
"NATF24000R"|2|43.4|36.6|31.8
"NATF24000R"|3|41.2|38|33.7
"NATF24000R"|4|47.4|37.8|33.8
"NATH01202C"|1|44.8|31.9|29.7
"NATH01202C"|2|48.1|36.6|31.8
"NATH01202C"|3|42.3|38|33.7
"NATH01202C"|4|50|37.8|33.8
"NATH01701E"|1|41.7|31.9|29.7
"NATH01701E"|2|42.5|36.6|31.8
"NATH01701E"|3|51.9|38|33.7
"NATH01701E"|4|44.9|37.8|33.8
"NATH02301T"|1|37.2|31.9|29.7
"NATH02301T"|2|31.3|36.6|31.8
"NATH02301T"|3|27.7|38|33.7
"NATH02301T"|4|44.8|37.8|33.8
"NATH086011"|1|47.2|31.9|29.7
"NATH086011"|2|41.8|36.6|31.8
"NATH086011"|3|40|38|33.7
"NATH086011"|4|53.5|37.8|33.8
"NATL01000B"|1|31|31.9|29.7
"NATL01000B"|2|27.1|36.6|31.8
"NATL01000B"|3|29.1|38|33.7
"NATL01000B"|4|35.6|37.8|33.8
"NATL020002"|1|31.8|31.9|29.7
"NATL020002"|2|38|36.6|31.8
"NATL020002"|3|37.5|38|33.7
"NATL020002"|4|35.2|37.8|33.8
"NATN006018"|1|22.7|31.9|29.7
"NATN006018"|2|||
"NATN006018"|3|||
"NATN006018"|4|||
"NATN01201G"|1|25.6|31.9|29.7
"NATN01201G"|2|||
"NATN01201G"|3|||
"NATN01201G"|4|||
"NATN01601V"|1|30.4|31.9|29.7
"NATN01601V"|2|34.1|36.6|31.8
"NATN01601V"|3|40|38|33.7
"NATN01601V"|4|44|37.8|33.8
"NATN049016"|1|35.7|31.9|29.7
"NATN049016"|2|50|36.6|31.8
"NATN049016"|3|54.5|38|33.7
"NATN049016"|4|33.3|37.8|33.8
"NATN06201L"|1|24.5|31.9|29.7
"NATN06201L"|2|||
"NATN06201L"|3|||
"NATN06201L"|4|||
"NATN078016"|1|32.3|31.9|29.7
"NATN078016"|2|||
"NATN078016"|3|||
"NATN078016"|4|||
"NATN079012"|1|9.1|31.9|29.7
"NATN079012"|2|||
"NATN079012"|3|||
"NATN079012"|4|||
"NATN08401D"|1|40|31.9|29.7
"NATN08401D"|2|||
"NATN08401D"|3|||
"NATN08401D"|4|||
"NATN087011"|1|38.1|31.9|29.7
"NATN087011"|2|||
"NATN087011"|3|||
"NATN087011"|4|||
"NATN08801R"|1|0|31.9|29.7
"NATN08801R"|2|||
"NATN08801R"|3|||
"NATN08801R"|4|||
"NOPC07000L"|1|20.3|23.4|23.8
"NOPC07000L"|2|17.9|24.2|24.4
"NOPC07000L"|3|12.7|22.9|24.2
"NOPC07000L"|4|9.4|20.9|21.4
"NOPM010005"|1|24|23.4|23.8
"NOPM010005"|2|44.4|24.2|24.4
"NOPM010005"|3|39.8|22.9|24.2
"NOPM010005"|4|20.4|20.9|21.4
"NOPS002016"|1|32.7|23.4|23.8
"NOPS002016"|2|33.3|24.2|24.4
"NOPS002016"|3|20|22.9|24.2
"NOPS002016"|4|23.3|20.9|21.4
"NOPS00401T"|1|31.7|23.4|23.8
"NOPS00401T"|2|26.1|24.2|24.4
"NOPS00401T"|3|32.9|22.9|24.2
"NOPS00401T"|4|27.9|20.9|21.4
"NOPS010004"|1|27.7|23.4|23.8
"NOPS010004"|2|20.2|24.2|24.4
"NOPS010004"|3|30.7|22.9|24.2
"NOPS010004"|4|28.9|20.9|21.4
"NOPS04000X"|1|29.5|23.4|23.8
"NOPS04000X"|2|24.5|24.2|24.4
"NOPS04000X"|3|26.7|22.9|24.2
"NOPS04000X"|4|18.8|20.9|21.4
"NOPS040011"|1|34.8|23.4|23.8
"NOPS040011"|2|27.6|24.2|24.4
"NOPS040011"|3|22.9|22.9|24.2
"NOPS040011"|4|27.1|20.9|21.4
"NOPS07000Q"|1|31|23.4|23.8
"NOPS07000Q"|2|51.6|24.2|24.4
"NOPS07000Q"|3|62.2|22.9|24.2
"NOPS07000Q"|4|40|20.9|21.4
"NORA00301G"|1|36.2|31|28.8
"NORA00301G"|2|14.3|32|33
"NORA00301G"|3|||
"NORA00301G"|4|50|30.4|30.7
"NORC01000L"|1|43.4|31|28.8
"NORC01000L"|2|25.2|32|33
"NORC01000L"|3|||
"NORC01000L"|4|6.9|30.4|30.7
"NORI02000X"|1|26.6|31|28.8
"NORI02000X"|2|29.2|32|33
"NORI02000X"|3|||
"NORI02000X"|4|24.1|30.4|30.7
"NOSL010001"|1|28.9|29.6|30.6
"NOSL010001"|2|28.4|27.6|30.9
"NOSL010001"|3|26.3|27.9|29.5
"NOSL010001"|4|8.9|22.3|27.2
"NOSL010023"|1|38.5|29.6|30.6
"NOSL010023"|2|18.8|27.6|30.9
"NOSL010023"|3|32.6|27.9|29.5
"NOSL010023"|4|0|22.3|27.2
"NOTA00301B"|1|21.2|28.1|29.7
"NOTA00301B"|2|39.5|29.6|31.8
"NOTA00301B"|3|30.9|30.1|33.7
"NOTA00301B"|4|32.9|31.4|33.8
"NOTA00302C"|1|28.6|28.1|29.7
"NOTA00302C"|2|35.4|29.6|31.8
"NOTA00302C"|3|27.3|30.1|33.7
"NOTA00302C"|4|23.5|31.4|33.8
"NOTD002012"|1|36.6|28.1|29.7
"NOTD002012"|2|25.8|29.6|31.8
"NOTD002012"|3|35.3|30.1|33.7
"NOTD002012"|4|35.1|31.4|33.8
"NOTD00401N"|1|24.4|28.1|29.7
"NOTD00401N"|2|40.9|29.6|31.8
"NOTD00401N"|3|34.7|30.1|33.7
"NOTD00401N"|4|27.9|31.4|33.8
"NOTF02000R"|1|31.2|28.1|29.7
"NOTF02000R"|2|34.3|29.6|31.8
"NOTF02000R"|3|35.1|30.1|33.7
"NOTF02000R"|4|39.7|31.4|33.8
"NOTF03000B"|1|30.4|28.1|29.7
"NOTF03000B"|2|30.6|29.6|31.8
"NOTF03000B"|3|39.1|30.1|33.7
"NOTF03000B"|4|28.3|31.4|33.8
"NOTF040002"|1|30.1|28.1|29.7
"NOTF040002"|2|36.1|29.6|31.8
"NOTF040002"|3|35.3|30.1|33.7
"NOTF040002"|4|28.1|31.4|33.8
"NOTL01000A"|1|31.5|28.1|29.7
"NOTL01000A"|2|43.2|29.6|31.8
"NOTL01000A"|3|43.2|30.1|33.7
"NOTL01000A"|4|60.2|31.4|33.8
"NUPC00401X"|1|33.3|29.1|23.8
"NUPC00401X"|2|0|32.8|24.4
"NUPC00401X"|3|0|30.1|24.2
"NUPC00401X"|4|0|30.2|21.4
"NUPC00701B"|1|0|29.1|23.8
"NUPC00701B"|2|30|32.8|24.4
"NUPC00701B"|3|28|30.1|24.2
"NUPC00701B"|4|29.4|30.2|21.4
"NUPC010006"|1|25.2|29.1|23.8
"NUPC010006"|2|28.7|32.8|24.4
"NUPC010006"|3|15.3|30.1|24.2
"NUPC010006"|4|33.1|30.2|21.4
"NUPC016016"|1|31.4|29.1|23.8
"NUPC016016"|2|28.6|32.8|24.4
"NUPC016016"|3|19.4|30.1|24.2
"NUPC016016"|4|40.4|30.2|21.4
"NUPM01000A"|1|37.7|29.1|23.8
"NUPM01000A"|2|40.7|32.8|24.4
"NUPM01000A"|3|38.4|30.1|24.2
"NUPM01000A"|4|44.8|30.2|21.4
"NUPM020001"|1|18.8|29.1|23.8
"NUPM020001"|2|18.8|32.8|24.4
"NUPM020001"|3|33.3|30.1|24.2
"NUPM020001"|4|25|30.2|21.4
"NUPS00601P"|1|27.3|29.1|23.8
"NUPS00601P"|2|43.1|32.8|24.4
"NUPS00601P"|3|14.8|30.1|24.2
"NUPS00601P"|4|49|30.2|21.4
"NUPS00701E"|1|29.7|29.1|23.8
"NUPS00701E"|2|16.7|32.8|24.4
"NUPS00701E"|3|36.7|30.1|24.2
"NUPS00701E"|4|31.9|30.2|21.4
"NUPS010009"|1|29.9|29.1|23.8
"NUPS010009"|2|25.4|32.8|24.4
"NUPS010009"|3|25|30.1|24.2
"NUPS010009"|4|31.5|30.2|21.4
"NUPS012012"|1|30.4|29.1|23.8
"NUPS012012"|2|41.4|32.8|24.4
"NUPS012012"|3|39.5|30.1|24.2
"NUPS012012"|4|29.2|30.2|21.4
"NUPS01301T"|1|35|29.1|23.8
"NUPS01301T"|2|12.5|32.8|24.4
"NUPS01301T"|3|35.7|30.1|24.2
"NUPS01301T"|4|30|30.2|21.4
"NUPS01302V"|1|22.4|29.1|23.8
"NUPS01302V"|2|37.2|32.8|24.4
"NUPS01302V"|3|37.5|30.1|24.2
"NUPS01302V"|4|25.6|30.2|21.4
"NUPS01303X"|1|26.3|29.1|23.8
"NUPS01303X"|2|17.6|32.8|24.4
"NUPS01303X"|3|32.4|30.1|24.2
"NUPS01303X"|4|29.4|30.2|21.4
"NUPS016019"|1|35.6|29.1|23.8
"NUPS016019"|2|25.6|32.8|24.4
"NUPS016019"|3|23.6|30.1|24.2
"NUPS016019"|4|51.9|30.2|21.4
"NUPS03000E"|1|28.7|29.1|23.8
"NUPS03000E"|2|29.2|32.8|24.4
"NUPS03000E"|3|35|30.1|24.2
"NUPS03000E"|4|30.3|30.2|21.4
"NUPS040005"|1|24.8|29.1|23.8
"NUPS040005"|2|31|32.8|24.4
"NUPS040005"|3|28.8|30.1|24.2
"NUPS040005"|4|39.5|30.2|21.4
"NUPS040016"|1|42.9|29.1|23.8
"NUPS040016"|2|64.3|32.8|24.4
"NUPS040016"|3|0|30.1|24.2
"NUPS040016"|4|30|30.2|21.4
"NUPS08000G"|1|35.7|29.1|23.8
"NUPS08000G"|2|50|32.8|24.4
"NUPS08000G"|3|50|30.1|24.2
"NUPS08000G"|4|21.4|30.2|21.4
"NURA01201G"|1|45.5|33.8|28.8
"NURA01201G"|2|61.3|39|33
"NURA01201G"|3|||
"NURA01201G"|4|45|33|30.7
"NURA01301B"|1|32.1|33.8|28.8
"NURA01301B"|2|31.7|39|33
"NURA01301B"|3|||
"NURA01301B"|4|31.8|33|30.7
"NURA014017"|1|40|33.8|28.8
"NURA014017"|2|45.5|39|33
"NURA014017"|3|||
"NURA014017"|4|0|33|30.7
"NURC00201X"|1|25|33.8|28.8
"NURC00201X"|2|33.3|39|33
"NURC00201X"|3|||
"NURC00201X"|4|29.2|33|30.7
"NURH008014"|1|36.2|33.8|28.8
"NURH008014"|2|33.3|39|33
"NURH008014"|3|||
"NURH008014"|4|0|33|30.7
"NURH030008"|1|32.5|33.8|28.8
"NURH030008"|2|48.3|39|33
"NURH030008"|3|||
"NURH030008"|4|57.4|33|30.7
"NURH03002A"|1|20|33.8|28.8
"NURH03002A"|2|22.2|39|33
"NURH03002A"|3|||
"NURH03002A"|4|36.4|33|30.7
"NURH04000V"|1|52|33.8|28.8
"NURH04000V"|2|39|39|33
"NURH04000V"|3|||
"NURH04000V"|4|55.6|33|30.7
"NURI01401V"|1|46|33.8|28.8
"NURI01401V"|2|33.8|39|33
"NURI01401V"|3|||
"NURI01401V"|4|36.4|33|30.7
"NURI03000Q"|1|46.2|33.8|28.8
"NURI03000Q"|2|19.2|39|33
"NURI03000Q"|3|||
"NURI03000Q"|4|29.4|33|30.7
"NURI050001"|1|40|33.8|28.8
"NURI050001"|2|63.2|39|33
"NURI050001"|3|||
"NURI050001"|4|41.7|33|30.7
"NUSD00301N"|1|45.8|37.2|30.6
"NUSD00301N"|2|42.5|36.6|30.9
"NUSD00301N"|3|43.8|41|29.5
"NUSD00301N"|4|58.3|29.2|27.2
"NUSD01701G"|1|34.5|37.2|30.6
"NUSD01701G"|2|25|36.6|30.9
"NUSD01701G"|3|||
"NUSD01701G"|4|16.7|29.2|27.2
"NUTA01000P"|1|47.5|30.5|29.7
"NUTA01000P"|2|42.3|35.9|31.8
"NUTA01000P"|3|38.9|36.1|33.7
"NUTA01000P"|4|56.8|39.5|33.8
"NUTD002017"|1|31.8|30.5|29.7
"NUTD002017"|2|12|35.9|31.8
"NUTD002017"|3|50|36.1|33.7
"NUTD002017"|4|53.3|39.5|33.8
"NUTD00401V"|1|30.4|30.5|29.7
"NUTD00401V"|2|48|35.9|31.8
"NUTD00401V"|3|38.2|36.1|33.7
"NUTD00401V"|4|50|39.5|33.8
"NUTD00601E"|1|61.1|30.5|29.7
"NUTD00601E"|2|53.8|35.9|31.8
"NUTD00601E"|3|58.3|36.1|33.7
"NUTD00601E"|4|56.3|39.5|33.8
